English Text (en_XX),Malayalam Text (ml_IN)
"en_XX: Instead of questioning me, he lifted me up, apologized profusely in the name of Allah and sent me away. Why is it that even misfortune hesitates to visit us when we need it desperately?",ml_IN: അയാൾ എന്നെ പിടിച്ച് പരിശോധിക്കുന്നതിനു പകരം എന്നെ പിടിച്ചെഴുന്നേല്‌പിച്ച് അള്ളാഹുവിന്റെ നാമത്തിൽ ക്ഷമ ചോദിച്ച് എന്നെ നിഷ്കരുണം പറഞ്ഞ യയ്ക്കുകയാണ് ചെയ്‌തത്.
"en_XX: We stepped into the police station and climbed up a long flight of steps, walking past doors bearing large inscriptions of verses from the Quran.",ml_IN: നീളൻ പടിക്കെട്ടുകളും ഖുറാൻ വചനങ്ങൾ ആലേഖനം ചെ‌ത വിസ്താരമേറിയ വാതിൽപ്പാളികളും കടന്ന് ഞങ്ങൾ പോലീസ്സ്റ്റേഷനു ള്ളിലേക്കു ചെന്നു.
en_XX: I gestured with my hand to show that I didn’t know the language.,ml_IN: ഭാഷയൊന്നും വശമില്ലെന്നു കാണിക്കാനായി ഞാൻ ചില കയ്യാംഗ്യങ്ങൾ കാണിച്ചു.
en_XX: Maybe the only use I ever made of the madrassa education.,ml_IN: ഒരുപക്ഷേ അന്നത്തെ മദ്രസപ്പഠനംകൊണ്ട് എനിക്ക് ജീവിതത്തിൽ ഉണ്ടായ ഒരേയൊരു ഉപകാരം.
"en_XX: Yes, I landed myself in prison because of my desire to live.",ml_IN: ജീവിതം തുടരാനുള്ള കൊതി യിലാണ് ജയിലിനുള്ളിൽ ഞാൻ സ്വയം എത്തിപ്പെട്ടത്.
"en_XX: By the evening, someone from the nearby Indian block came to visit me.",ml_IN: വൈകുന്നേരത്തോടെ തൊട്ടപ്പുറത്തെ ഇന്ത്യൻ ബ്ലോക്കിൽനിന്നും ഒരാളെന്നെ കാണാൻ വന്നു.
"en_XX: That evening, as we sat for dinner after maghreb, all the Malayalis in the block were with me. I didn’t have anything to give them in return for their love, except some tears.",ml_IN: അന്നു വൈകുന്നേരം മഗ്ദ്‌രിബിനുശേഷം അത്താഴത്തിനിരിക്കുമ്പോൾ ബ്ലോക്കിലെ മുഴുവൻ മലയാളികളും എനിക്കൊപ്പമുണ്ടായിരുന്നു.
en_XX: Sumesi jail did not have any of the oft-heard characteristics of a prison.,ml_IN: സുമേസി ജയിലിന് ജയിലിന്റേത് എന്നു കേട്ടറിവുള്ള സ്വഭാവങ്ങൾ ഒന്നു മുണ്ടായിരുന്നില്ല.
"en_XX: We led a very free life within the block. Maybe we had such freedom because those sentenced for serious offences were housed in another prison or in a different block. In our block we had lawbreakers who were without visas, those whose visas had expired, or those who did not have pathakas, and Muslims who had been out on the streets during prayer time or prepared food during Ramadan, those who smoked in public places, engaged in black magic and had minor scuffles with Arabs and the like.","ml_IN: വിസയില്ലാത്തവർ, വിസ പുതുക്കാത്തവർ, പത്താക്കയില്ലാത്തവർ, നമസ്കാരത്തിനു കൂടാതെ പൊതുനിരത്തിൽനിന്നും പിടികൂടിയ മുസ്ലീങ്ങൾ, റമദാനിൽ ആഹാരം പാകം ചെയ്‌തവർ, പൊതുനിരത്തിൽ സിഗരറ്റു വലിച്ചവർ, കുടോത്രവും ക്ഷുദ്രഹോമവും നടത്തിയവർ, അറബികളുമായി ചില്ലറ ഗുസ്തികൾ നടത്തിയവർ എന്നിങ്ങനെയുള്ള നിയമലംഘനം നടത്തി യവരായിരുന്നു ഞങ്ങളുടെ ബ്ലോക്കിൽ ഉണ്ടായിരുന്നത്."
en_XX: Those with petty or minor sentences and those condemned to be exiled.,"ml_IN: ഏറിയതും കുറഞ്ഞതുമായ ശിക്ഷ, നാടുകടത്തൽ എന്ന ശിക്ഷയ്ക്കു വിധിക്കപ്പെട്ടവർ."
"en_XX: I don’t recall such carefree days ever in my life. We had food at fixed times, prayed, slept enough and more, reflected pointlessly, talked as much as we liked, and dreamt about our future. The world didn’t know us. We didn’t know the world either. That was prison.","ml_IN: സമയത്ത് ഭക്ഷണം കഴിക്കുക, നമസ്കരിക്കുക, ആവശ്യത്തിനും അതിലധികവും ഉറങ്ങുക, വെറുതെ ചിന്തിക്കുക, വേണ്ടു ന്നത് വർത്തമാനം പറയുക, ജീവിതത്തെപ്പറ്റി പുതിയ വല്ലതും മോഹി ക്കുക ഇതൊക്കെയായിരുന്നു ജയിൽപതിവുകൾ."
"en_XX: Hundreds of Arabs would cross our parade line in those two hours till lunch. During the first few parade days Hameed and I were terrified. Two hours of agonizing fear, not knowing when misfortune would come in search of us. Even the shadow of a likeness resulted in incredible tension.",ml_IN: ഉച്ചഭക്ഷണം വരെ നീണ്ടുനില്ക്കുന്ന രണ്ടു മണിക്കൂറിനുള്ളിൽ നൂറു കണക്കിന് അറബികളാവും ഞങ്ങളുടെ പരേഡ് ലൈനിനെ കടന്നുപോവുക.
"en_XX: Although we had to wade through the tears of many unlucky ones, we felt great relief when that two-hour ordeal ended. Forgive me for my selfishness, but I felt glad that no one had come looking for me. Maybe it was the routine nature of its occurrence that the tension slowly began to fade on parade days. Maybe it was the confidence that the reasonable time frame for anyone to come looking for me was over.",ml_IN: പല നിർഭാഗ്യവാന്മാരുടെയും കണ്ണീരിനെ താണ്ടിയാണ് ഞങ്ങൾ പോരു ന്നതെങ്കിലും ആ രണ്ടു മണിക്കൂർ കഴിയുമ്പോൾ എന്തെന്നില്ലാത്ത ഒരാ ശ്വാസമാണ് എനിക്കു തോന്നുക.
en_XX: This was true for all those who had spent four or five months in the jail.,ml_IN: ജയിലിനുള്ളിൽ നാലും അഞ്ചും മാസം പിന്നിട്ടവരുടെ ഒക്കെ കാര്യം ഇതായിരുന്നു.
en_XX: Our block was like a railway station where people arrived and departed.,ml_IN: ആളുകൾ വന്നും പോയുമിരിക്കുന്ന ഒരു റെയിൽവേ സ്റ്റേഷൻപോലെ യായിരുന്നു ഞങ്ങളുടെ ബ്ലോക്ക്.
"en_XX: Every week, we would have great expectations when the embassy officials arrived and we would suffer greater disillusionment when they left.",ml_IN: ഓരോ ആഴ്ചയും എംബസി ക്കാർ വരുമ്പോൾ ഞങ്ങളുടെ പ്രതീക്ഷയേറുകയും അവർ പോയിക്കഴിയു മ്പോൾ നിരാശ വർദ്ധിക്കുകയും ചെയ്തുകൊണ്ടിരുന്നു.
"en_XX: ‘Tell me if there is anyone who wants to go. It is through my brother-in- law. He’s here on vacation. If money is sent, the visa will arrive within two months,’ my friend said. The passport which I had applied for yielding to Sainu’s coercion came to my mind.",ml_IN: ഇപ്പോ പൈസ കൊടുത്തുവിട്ടാ രണ്ടു മാസത്തിനകം വിസ അയച്ചുതരും - കൂട്ടുകാരൻ പറഞ്ഞു.
en_XX: Women should be like that; she was my secret pride.,ml_IN: പെണ്ണുങ്ങളായാൽ അങ്ങനെ വേണമെന്ന് രഹസ്യത്തിലെങ്കിലും അഭിമാന പ്പെട്ടുപോയിട്ടുണ്ട്.
"en_XX: That’s all.’ Maybe the wife of every man who is about to leave for the Gulf tells him the same thing. Even so, they end up spending twenty or thirty years of their lives there. And for what reason?",ml_IN: ഒരുപക്ഷേ ഗൾഫിലേക്കു പുറപ്പെടാൻ തയ്യാറായി നില്ക്കുന്ന ഏതു പുരു ഷന്മാരോടും അവരുടെ ഭാര്യമാർ ഇങ്ങനെത്തന്നെ പറഞ്ഞിരിക്കണം.
"en_XX: It was when I went to convey the news of the arrival of the visa to my Karuvatta friend that I learned that another boy from Dhanuvachapuram had also got a visa along with me, through the same brother-in-law, to work in the same company. Neither of us knew much about the outside world. It was decided that we would go together.","ml_IN: വിസ വന്ന വിവരമറിയിക്കാൻ കരുവാറ്റക്കാരൻ സുഹൃത്തിനെ കാണാൻ ചെന്നപ്പോഴാണ് അറിയുന്നത്, ധനുവച്ചപുരത്തുള്ള ഒരു പയ്യനും എനി ക്കൊപ്പം വിസ വന്നിട്ടുണ്ട്."
"en_XX: Passing narrow and long gallis, one day we reached Andheri railway station. Two weeks of watching the commotion of commuters, eating paav bhaji, drinking sherbet, drinking beer—for Hakeem, soft drinks—with Sasi, visiting dance bars and returning late at night.","ml_IN: ഇടുങ്ങിയ നീണ്ട ഗല്ലികൾ പിന്നിട്ട് അ രിയിലെ റെയിൽവെ സ്റ്റേഷനിൽ വെറുതേ പോയി നിന്ന് യാത്രക്കാരുടെ തിക്കും തിരക്കും കണ്ട്, പാവുബാജി കഴിച്ച്, സർബത്ത് കുടിച്ച്, സിനിമയ്ക്കു കയറി, രാത്രി ശശിയോടൊത്ത് ബിയർ കുടിച്ച് (ഹക്കീ മിന് കൂൾഡിംഗ്സ്), ഡാൻസ്ബാറിൽപ്പോയി രാതി എപ്പോഴെങ്കിലും മടങ്ങി വന്ന ഉല്ലാസത്തിന്റെ രണ്ടാഴ്ച."
"en_XX: Sasi and another man from the room came with us to the airport. Like all Gulf Malayalis who leave the homeland, we also promised our friends we would arrange visas for them as soon as we landed there and met our Arab.",ml_IN: ചെന്നാലുടൻ അറബിയെ ചാക്കിട്ടു പിടിച്ച് രണ്ടു വിസ സംഘടിപ്പി ക്കാമെന്നും അതു നിങ്ങൾക്ക് അയച്ചു തരാമെന്നും എല്ലാ ഗൾഫ് മലയാളി കളും തങ്ങളുടെ സുഹൃത്തുക്കൾക്ക് എയർപോർട്ടിൽ വച്ച് കൊടുക്കുന്ന പോലെ ഒരു വാഗ്ദാനം ഞാൻ ശശിക്കും സുഹൃത്തിനും കൊടുത്തു.
"en_XX: Bombay to Riyadh. A four and a half hour journey. So, at 4.30 p.m. local time on 4 April 1992, I landed in Riyadh.",ml_IN: അങ്ങനെ 1992 ഏപ്രിൽ മാസം നാലാം തീയതി പ്രാദേശിക സമയം വൈകിട്ട് 4.30ന് ഞാൻ റിയാദ് എയർപോർട്ടിൽ വിമാന മിറങ്ങി.
"en_XX: I could not remain starry eyed in that wonderland for long. We waited outside the airport after finishing the immigration formalities and, as no one came to collect us, we became anxious. All those who had come along with us in the flight had left in the vehicles of their friends, sponsors and companies. There was no one to pick us up.",ml_IN: എമിഗ്രേഷൻ നടപടികൾ പൂർത്തിയാക്കി എയർപോർട്ടിനു വെളിയിൽ കാത്തുനിന്ന ഞങ്ങളെ കൂട്ടിക്കൊണ്ടുപോകാൻ ആരെയും കാണാതെ ഞങ്ങൾ വിഷമിച്ചു.
en_XX: Everyone walked away and faded into their busy lives.,ml_IN: എല്ലാവരും അവരവരുടെ തിരക്കുകളിലേക്ക് നടന്നു മറഞ്ഞുപോയി.
"en_XX: Outside the airport, the city had begun to travel into night. Our panic began to consume us. Then, an old vehicle—not a car, jeep or lorry (it was after a long time that I learned that it was called a pick-up)—rumbled in and stopped at the main entrance of the airport, even though it was a no-parking area, and an Arab jumped out of it. As soon as I saw him, I don’t know why, my mind whispered that he was the arbab I had been waiting for.","ml_IN: അപ്പോൾ ഒരു പഴഞ്ചൻ വാഹനം കാറുമല്ല, ജീപ്പുമല്ല, ലോറിയുമല്ല - അതിന്റെ പേര് പിക്കപ്പ് എന്നാണെന്ന് പിന്നെ എത്രയോ കാലത്തിനു ശേഷമാണ് ഞാൻ മനസ്സിലാക്കുന്നത് - ഇരമ്പി വന്ന് എയർപോർട്ടിൻ്റെ പ്രധാന കവാടത്തിനരികെ നിന്നു."
"en_XX: Similarly, he snatched Hakeem’s passport. Then, without saying anything, he walked forward. Carrying our bags, we followed him.",ml_IN: അതുപോലെതന്നെ ഹക്കീമിന്റെയും പാസ്പോർട്ട് പിടിച്ചു വാങ്ങി.
"en_XX: As we neared the vehicle, the arbab grabbed my bag and threw it into the open back of the vehicle. Arbab! The fish pickle prepared by my mother.",ml_IN: വണ്ടിക്ക് അടുത്തെത്തിയതും അർബാബ് എൻ്റെബാഗ് തട്ടിപ്പറിച്ച് വണ്ടി യുടെ പുറകിലെ തുറന്ന ഭാഗത്തേക്ക് ഒരേറുവച്ചുകൊടുത്തു.
"en_XX: Seeing this, Hakeem jumped in. The arbab hurried back to his seat and started the car.",ml_IN: അത് കണ്ട് ഹക്കീം അവിടേക്കു ചാടി ക്കയറി.
"en_XX: Yearning to run, yet refusing to move, I remained seated at the back of the vehicle.","ml_IN: ഓടിപ്പോകാനുള്ള അതിയായ കൊതിയോടെ എന്നാൽ, തെല്ലും ചലിക്കാതെ ഞാൻ ആ വണ്ടിയുടെ പിന്നിൽ ഇരുന്നു."
"en_XX: I felt deeply sad. My arbab, how can you so cruelly walk away after leaving me here in this darkness in front of a tent, without saying a word?",ml_IN: കണ്ണിൽച്ചോരയില്ലാതെ എന്നെയിങ്ങനെ ഇവിടെ ഈ ഇരുട്ടത്ത് കൂടാര ത്തിനു മുന്നിൽക്കൊണ്ടു നിറുത്തിയിട്ട് ഒരു വാക്കുപോലും ഉരിയാടാതെ നിങ്ങൾ ഒരു പോക്ക് പോയിക്കളഞ്ഞല്ലോ.
"en_XX: Then quite unexpectedly, he chuckled. It became a long rattling laughter. I couldn’t fathom its meaning or relevance. After laughing for some time, he said something in Hindi. Because my schooling ended after fifth class, and because I never had any occasion to pick up Hindi, I didn’t understand what he said. Arabic might have been more intelligible to me than that Hindi.",ml_IN: സ്‌കൂൾ പഠനം അഞ്ചാം ക്ലാസിൽ അവസാനിച്ചിരുന്നതിനാലും ഹിന്ദി പഠിക്കേണ്ട ഒരു സാഹചര്യം പിന്നീടൊരിക്കലും ജീവിതത്തിൽ സംജാതമാകാതിരുന്ന തിനാലും എനിക്കൊന്നും മനസ്സിലായില്ല.
"en_XX: There was pity in those words, and also sadness, resentment, scorn.","ml_IN: അതിൽ ദേഷ്യ മുണ്ടായിരുന്നു, ശപിക്കലുണ്ടായിരുന്നു, സഹതാപമുണ്ടായിരുന്നു, നിർദ്ദാ ക്ഷിണ്യമുണ്ടായിരുന്നു, പുച്ഛമുണ്ടായിരുന്നു."
"en_XX: Then the figure fell down like a log and went to sleep. After some time, I could hear snoring.",ml_IN: പിന്നെ ആ രൂപം വെട്ടിയിട്ടതുപോലെ കട്ടിലിലേക്കു വീണു മാണ്ടുകിടന്ന് ഉറങ്ങി.
"en_XX: Then, taking the bowl from me, he finished it in one go. The vessel must have contained at least five litres of milk!",ml_IN: പിന്നെ എന്റെ കയ്യിൽനിന്നും പാത്രം വാങ്ങി ആ പാൽ മുഴുവൻ ഒറ്റവലിക്കു കുടിച്ചു തീർത്തു.
"en_XX: Then, my own arbab, who had dropped me here the previous night, came in a pick-up. It was similar to the previous day’s vehicle, but better looking, a big vehicle that would fit a joint family. It was only then I noticed that the previous day’s vehicle was parked at some distance. Last night, the arbab must have returned in his own vehicle.",ml_IN: തലേന്നു രാത്രി എന്നെ അവിടെ ഇറക്കിയിട്ടുപോയ എൻ്റെ സ്വന്തം അർബാബ് അപ്പോൾ അവിടേക്ക് ഒരു കാറിൽ വന്നിറങ്ങി.
en_XX: I was somewhat relieved when I saw my own arbab. I ran towards him.,ml_IN: എൻറെ സ്വന്തം അർബാബിനെ കണ്ടപ്പോൾ എനിക്കു കുറച്ച് ആശ്വാസം തോന്നി.
"en_XX: Similarly, I filled water in the third and fourth sections. It was not easy.",ml_IN: മൂന്നാമത്തെയും നാലാമത്തെയും കൂടുകളിലും ഞാൻ അങ്ങനെത്തന്നെ വെള്ളം നിറച്ചു.
en_XX: I nodded.,ml_IN: ഞാൻ തലയാട്ടി.
"en_XX: That moment, I realized that my life had become inescapably bound to those goats.",ml_IN: ഒരിക്കലും രക്ഷപ്പെടാനാവാത്തവിധം എന്റെ ജീവിതം ആ ആടുകളുടെ ഇടയിൽ ബന്ധപ്പെട്ടുകഴിഞ്ഞിരിക്കുന്നു എന്ന് ആ നിമിഷം എനിക്ക് പൂർണ്ണ ബോധ്യം വന്നു!
en_XX: I remember: it was only sheer emptiness that filled me then.,ml_IN: അപ്പോൾ എന്നിൽ നിറഞ്ഞുനിന്നത് ശൂന്യത മാതമായിരുന്നു എന്ന് ഞാനോർക്കുന്നു.
en_XX: Relief. The utmost relief that one could get in the world.,ml_IN: ലോകത്തിൽ കിട്ടാ വുന്നതിൽ വച്ച് ഏറ്റവും വലിയ ആശ്വാസം.
en_XX: What was my mistake? Any slip-up in my work? Did I commit some blunder?,ml_IN: പണിയിൽ വല്ല വീഴ്‌ചയും വരുത്തിയോ..?
"en_XX: Even though I didn’t understand anything, I could comprehend the magnitude of my crime.",ml_IN: എനി ക്കൊന്നും മനസ്സിലായില്ലെങ്കിലും ചെയ്‌തുപോയ അപരാധത്തിന്റെ വലിപ്പം എനിക്കു ബോധ്യപ്പെട്ടു.
"en_XX: Indeed, if the worth of a discovery is measured by its necessity and the demands of one’s situation, to me, my discovery was greater than any other.",ml_IN: ആവശ്യകതയും സാഹചര്യവുമാണ് ഒരു കണ്ടു പിടിത്തത്തിൻ്റെ മഹത്ത്വം നിർണ്ണയിക്കുന്നതെങ്കിൽ അതെന്നെ സംബന്ധിച്ചിടത്തോളം മറ്റേതു കണ്ടുപിടിത്തത്തേക്കാളും മഹത്തരംതന്നെയായിരുന്നു.
en_XX: He offloaded some provisions and water from the vehicle. The day-arbab loaded the vehicle with some things and left.,ml_IN: അർബാബ് വണ്ടിയിൽനിന്ന് തീറ്റസാമാനങ്ങളും വെള്ളവും ഇറക്കി.
"en_XX: Early morning drink: fresh, breast-warm raw milk (only if one felt like it) Breakfast: khubus, plain water Lunch: khubus, plain water Evening drink: fresh, breast-warm raw milk (only if one felt like it) Dinner: khubus, plain water.",ml_IN: പ്രഭാതഭക്ഷണം ഖുബൂസ് പച്ചവെള്ളം.
"en_XX: The night dawned into my second day in the desert. I slept late that day too, maybe because I was not used to the sleeping posture I had to adopt.","ml_IN: പരിചയമില്ലാത്ത കിടപ്പുകാരണമാവണം, അന്നു രാത്രിയും ഏറെ വൈകിയാണ് ഞാനൊന്നു മയങ്ങിയത്."
"en_XX: Feeling determined, I approached another goat. That ran off too. This continued. After half an hour, when the arbab and the scary figure came into the masara to see how much milk I had got, there was not even a drop in that vessel. What’s more, I was frog-leaping after the goats.","ml_IN: ഏതാണ്ട് അരമണിക്കൂറിനു ശേഷം അർബാബും ഭീകരരൂപിയും കൂടി ഞാൻ കറന്നെടുത്ത പാലിൻ്റെ അളവുനോക്കാനായി മസറയ്ക്കുള്ളിലേക്കു കയറി വന്നപ്പോഴും എന്റെ പാത്രത്തിൽ ഒരു തുള്ളി പാൽപോലും വീണിട്ടുണ്ടായിരുന്നില്ല എന്നുമാത്രമല്ല, അപ്പോഴും ഞാൻ ആടുകളുടെ മൂട്ടിൽക്കിടന്നു തവളച്ചാട്ടം നടത്തത്തുകയായിരുന്നു."
"en_XX: Do not try to hold the vessel in one hand and milk with the other. When you milk with one hand, slowly caress the teats with the other. Any jumpy goat will remain still. It will not kick, leap or knock the vessel over.",ml_IN: പാത്രം ഒരു കയ്യിൽ വച്ചിട്ട് മറുകൈകൊണ്ട് ഒരിക്കലും കറക്കാൻ ശ്രമി ക്കരുത്.
"en_XX: When I somehow managed to fill half a pail and come out of the masara that morning, I was drenched in sweat, as if I had done some hard labour.",ml_IN: വല്ലവിധത്തിലും അന്ന് അരപ്പാത്രം പാൽ കറന്നെടുത്തു മസറയ്ക്ക് പുറ ത്തിറങ്ങിയപ്പോഴേക്കും ഒരു വലിയ കഠിനാധ്വാനം കഴിഞ്ഞിട്ടെന്നപോലെ ആ പ്രഭാതത്തിലും ഞാൻ വിയർത്തു കുളിച്ചിരുന്നു.
"en_XX: I was clammy by the evening, as though I had been soaked in rice juice.",ml_IN: രാത്രിയാവുമ്പോഴേക്കും പകലത്തെ വിയർപ്പിറങ്ങി ചൊറിച്ചിലോടു ചൊറിച്ചിൽതന്നെ.
"en_XX: Hiding from the arbab, I washed my hands and face in the water for the goats. My armpits and pubic area, untouched by water, felt filthy.",ml_IN: ആടുകൾക്കു കുടിക്കാൻ കൊണ്ടുപോയ വെള്ള ത്തിൽ ഇത്തിരി അർബാബ് കാണാതെ എടുത്തു ഞാൻ മുഖവും കയ്യും ഒന്നു കഴുകിയെന്നു വരുത്തി.
en_XX: All such thoughts had become alien to me as they were to the dead who had reached the other world. So soon—you might wonder. My answer is yes.,"ml_IN: പക്ഷേ എന്തോ, മരിച്ച് മറുലോകത്ത് എത്തിക്കഴിഞ്ഞവനെപ്പോലെ ആ ചിന്തകൾ ഒക്കെ എനിക്ക് അന്യപ്പെട്ടുപോയിരുന്നു."
en_XX: I neither bothered about yesterdays nor worried about tomorrows. Just focussed on managing the todays. I think all my masara life was just that.,ml_IN: ഞാൻ ഇന്നലെകളെക്കുറിച്ച് വ്യാകുലപ്പെടുകയോ നാളെകളെക്കുറിച്ച് ആകാംക്ഷപ്പെടുകയോ ചെയ്തില്ല.
"en_XX: Lying on my sheet, I tried to remember the Arabic words I learned that day and their meanings. It had only been two days. But I felt that I had learned more words than necessary.",ml_IN: അതേ കിടപ്പിൽ കിടന്നു ഞാൻ അതുവരെ പഠിച്ചെടുത്ത അറബിവാക്കു കളും അവയുടെ അർത്ഥങ്ങളും ഒന്നു വേർതിരിച്ചെടുക്കാൻ ശ്രമിച്ചു ദിവസം രണ്ടേ ആയിട്ടുള്ളൂ.
"en_XX: If an Arabic expert among you asks whether the pronunciation and meaning of the words that I have tabled here are correct, I can only say I do not know. I’ve heard them like that, and have learned them like that. I was able to imagine a meaning out of those sounds. So, as far as I was concerned, that was the correct word and the correct pronunciation. After all, what is there in a word—it is understanding that is important. I could understand what the arbab meant by those words; and the arbab could understand me. One does not need to be a linguistic expert in order to communicate.","ml_IN: പിന്നെ ഒട്ടനവധി ക്രിയാപദങ്ങളും, വന്നു, പോയി, ചെയ്‌തില്ല, അറി യില്ല എന്നിങ്ങനെ ഞാനിവിടെ പറഞ്ഞ അറബിവാക്കുകളുടെ ഒക്കെ ഉച്ചാരണവും അർത്ഥവും ഒക്കെ ഇങ്ങനെത്തന്നെയാണോ എന്നു നിങ്ങളിലെ അറബി വിദഗ്ദ്ധൻ സംശയമുന്നയിച്ചാൽ, സത്യത്തിൽ എനിക്കറിയില്ല എന്നതാണ് എന്റെ ഉത്തരം."
"en_XX: This is what I could gather from those words: he, my scary figure, had escaped from this hell!","ml_IN: ആ വാക്കുകളിൽനിന്ന് ഞാൻ ഗ്രഹിച്ചത് ഇത്രയുമാണ് - അവൻ, എന്റെ ഭീകരരൂപി, ഈ നരകത്തിൽനിന്നും ഓടി രക്ഷപ്പെട്ടിരിക്കുന്നു!!"
"en_XX: Although the arbab had been watching me work, he scolded me for not taking the goats out. I retorted that without help I could only do so much.",ml_IN: കൂടാരത്തിലിരുന്ന് അർബാബ് എൻ്റെ പണികളെല്ലാം കാണുന്നുണ്ടായി രുന്നെങ്കിലും സമയമായപ്പോൾ ആടുകളെ പുറത്തു കൊണ്ടുപോകാതിരു ന്നതിന് എന്നെ ശാസിച്ചു.
"en_XX: Sixteen I was learning to face life alone, to train myself in jobs I had never performed before, to try out a new way of life, to get accustomed to an uncommon situation. It was not as if I had a choice; I was utterly helpless.","ml_IN: 98 പതിനാറ് ഒറ്റയ്ക്ക് ഒരു ജീവിതത്തെ നേരിടാൻ, ഒറ്റയ്ക്ക് ഒരു തൊഴിലിൽ പരിശീലനം m നേടിയെടുക്കാൻ, ഒറ്റയ്ക്ക് ഒരു ജീവിസമൂഹത്തെ പരിരക്ഷിക്കാൻ, ഒറ്റയ്ക്ക് ഒരു സാഹചര്യവുമായി പൊരുത്തപ്പെടാൻ ഞാൻ പഠിക്കുകയായിരുന്നു."
"en_XX: Had we learned that one could get a little water only if one worked till one’s bones broke, we would work till we died, not just till our bones broke.","ml_IN: എല്ലുമുറിയെ പണി ചെയ്‌താൽ മാത്രമേ ദാഹത്തിന് ഇത്തിരി വെള്ളമെങ്കിലും കിട്ടൂ എന്നു വന്നാൽ എല്ലുമുറിയെ അല്ല, മരണം വരേയും പണിയെടുക്കാൻ ആരും തയ്യാർ!"
"en_XX: At least that was my understanding. But, as the days passed, I had to learn many new things on my own—the ways of goats, how to rear them, the habits of camels. Circumstances can make a man capable of learning to do anything.","ml_IN: എന്നാൽ ദിവസങ്ങൾ പിന്നിടുന്തോറും ആടുക ളുടെ ജീവിതവുമായി ബന്ധപ്പെട്ട്, ആടുവളർത്തലുമായി ബന്ധപ്പെട്ട്, ഒട്ടക ങ്ങളുടെ ദിനചര്യകളുമായി ബന്ധപ്പെട്ട് എനിക്കു പുതിയ പുതിയ നിരവധി കാര്യങ്ങൾ സ്വയം പഠിക്കേണ്ടി വന്നു."
en_XX: I knew that the young ones were given milk in a pail. But I didn’t know that even a newborn was not allowed to have breast milk.,ml_IN: പക്ഷേ ജനിച്ചു വീണ അന്നേരംപോലും മുലപ്പാൽ നേരിട്ടു കൊടുക്കാൻ പാടില്ലായിരുന്നു എന്ന് എനിക്കറിയില്ലായിരുന്നു.
"en_XX: My reward for trying to help a goat deliver her baby was severe words, a kick, enough spit, two or three belt whippings and starvation at noon.","ml_IN: പൊതിരെ ചീത്തവിളി, ഒരു ചവിട്ട്, രണ്ടുമൂന്ന് ബെൽട്ടടി, നിറയെ തുപ്പൽ, ഉച്ചയ്ക്കു പട്ടിണി എന്നിവയായിരുന്നു, അത്രയും കഷ്ടപ്പെട്ട് ആദ്യമായി ഒരാ ടിന്റെ പ്രസവം എടുത്തതിന് എനിക്കു കിട്ടിയ സമ്മാനം."
"en_XX: Even then, I didn’t feel bad or sorrowful. I was sure that Allah would bestow my real reward back home on Sainu and my son. Or so I told myself. I needed to hold on to something to survive.",ml_IN: എനി ക്കുള്ള ശരിയായ പ്രതിഫലം അള്ളാഹു നാട്ടിൽ സൈനുവിനും മകനുമായി സമ്മാനിക്കുമെന്ന് എനിക്കുറപ്പായിരുന്നു.
en_XX: The arbab went near the masara where the little he-goats were kept.,ml_IN: അർബാബ് പോയതു തീരെച്ചെറിയ ആടുകളെ ഇട്ടിരിക്കുന്ന മസറയ്ക്ക് അരികിലേക്കാണ്.
"en_XX: I pushed him among the goats and caught another one as if the arbab had pointed out at that one. But the arbab’s eyes were like a vulture’s—although he lay idly inside the tent, he knew each of his goats like the lines on his palm. ‘Not that, the other one,’ the arbab’s hand stretched out towards Nabeel. I could not catch him. I could not do him such harm. Again I caught the legs of another one nearby.",ml_IN: അർബാബ് അവനെയല്ല ചൂണ്ടിയതെന്ന മട്ടിൽ ഞാനവനെ ആടുകളുടെ ഇടയിലേക്കു തള്ളിവിട്ടിട്ട് മറ്റൊരെണ്ണത്തിനെ പിടികൂടി.
"en_XX: Although they have, like sheep, been living with humans for about six thousand years, we did not have such a hard time domesticating any other animal, and we haven’t still succeeded entirely. Among them, the he-goats were impossible to control. A full-grown one would be almost as big as me.",ml_IN: ചെമ്മരിയാടുകളെ പ്പോലെത്തന്നെ പത്താറായിരം വർഷങ്ങളായി മനുഷ്യനോടൊപ്പം ജീവിക്കു ന്നെങ്കിലും തരം കിട്ടിയാൽ അതിൻ്റെ കാട്ടുസ്വഭാവം കാണിക്കുന്ന മറ്റൊരു ജീവിയേയും മനുഷ്യനു വളർത്തേണ്ടിവന്നിട്ടില്ല.
en_XX: The arbab came and sat near me and dripped some water into my mouth.,ml_IN: അർബാബ് അടുത്തുവന്നിരുന്നു കുറച്ചു വെള്ളം എന്റെ വായിലേക്ക് ഇറ്റിച്ചു.
"en_XX: Somehow, I got enough milk for the arbab and placed it in front of his tent.",ml_IN: വല്ലവിധേനയും ഞാനന്ന് അർബാബിന് ആവശ്യമായത്ര പാൽ കറന്നെടുത്തു കൂടാരത്തിൻ്റെ മുന്നിൽ കൊണ്ടുവച്ചുകൊടുത്തു.
en_XX: Let me tell you something that I have not divulged so far in this story.,ml_IN: ഇക്കഥ പറച്ചിലിൽ ഇതുവരെയും പറയാതിരുന്ന ഒരു കാര്യം ഞാൻ പറഞ്ഞുകൊള്ളട്ടെ.
