English Text (en_xx),Malayalam Text (ml_xx)
"en_xx: There were eight chieftains, but the boy could see immediately which of them was the most important: an Arab dressed in white and gold, seated at the center of the semicircle. At his side was the young Arab the boy had spoken with earlier.","ml_xx: പ്രഭുക്കന്മാര്‍ എട്ടുപേരാണവിടെ ഇരുന്നിരുന്നത്‌. അതില്‍ പ്രധാനി ആരാണെന്ന്‌ ഒറ്റനോട്ടത്തില്‍ത്തന്നെ അവന്‍ മനസ്സിലാക്കി. ആ അര്‍ദ്ധ വൃത്തത്തിന്റെ ഒത്ത നടുവിലിരുന്നിരുന്ന അറബി, അയാളും കസവുനുൂലു കള്‍കൊണ്ട്‌ അലങ്കാരപ്പണികള്‍ ചെയ്തിട്ടുള്ള വെള്ളവസ്ര്രങ്ങളാണ്‌ ധരിച്ചിരുന്നത്‌. അദ്ദേഹത്തിന്റെ പുറകില്‍ നിന്നിരുന്നു, അവന്‍ ആദ്യം കണ്ടു സംസാരിച്ച അറബിയുവാവ്‌...ആദൃത്തെ ചോദ്യം സംഘത്തലവന്റേതാ യിരുന്നു."
"en_xx: “The oasis is neutral ground. No one attacks an oasis,” said a third chieftain.",ml_xx: “മരുപ്പച്ചകള്‍ നിഷ്പക്ഷ മേഖലകളാണ്‌. ആരും ഇങ്ങോട്ടു കടന്നുവന്ന്‌ ആക്രമിക്കുകയില്ല.” മൂന്നാമതൊരാള്‍ അവനു പറഞ്ഞുകൊടുത്തു.
"en_xx: The old man gave a signal, and everyone stood. The meeting was over. The hookahs were extinguished, and the guards stood at attention. The boy made ready to leave, but the old man spoke again: “Tomorrow, we are going to break the agreement that says that no one at the oasis may carry arms. Throughout the entire day we will be on the lookout for our enemies. When the sun sets, the men will once again surrender their arms to me. For every ten dead men among our enemies, you will receive a piece of gold.","ml_xx: ത കൈയൊന്നുയര്‍ത്തി. എല്ലാവരും ന ലി ി. കാവല്‍ക്കാര്‍ അ രിരിയുകയായിരുന്നു. ഹുക്കകള്‍ കെടുത്ത്‌ ന പു നിന്നു. അവനും സ്ഥലംവിടാന്‍ ഭാവിച്ചു. അപ്പോഴേക്കും വീണ്ടും എന്തോ പറയാന്‍ തുടങ്ങി: യ ലം ആരും ആയുധങ്ങള്‍ കൊണ്ടുനടന്നുകൂടാ എന്ന കല്പന ഞാന്‍ പിന്‍വലിച്ചിരിക്കുന്നു. നാളെ പകല്‍ ന ന ന്ന്‌ നാം ജാഗ്രത പുല ക്കളുടെ നീക്കമറിയാന്‍ കണ്ണും കാതും തുറ റ അവനവന്റെ ആയുധങ്ങള്‍ മാ ന തിരിച്ചേല്പിക്കണം. ശ്ര്രുപക്ഷത്തില്‍ പത്തുപേര്‍ ര ര്‍ണ്ണനാണയം. ൭ ടെ വകയായി ഒരു സമ്മാനം. ഒരു സ്വരണ്ണ യ എണ്ണമനുസരിച്ച്‌ സ്വര്‍ണ്ണനാണയങ്ങളുടെ പ ള്‍ അകാരണമായി ഉപയോഗ ക്കൊണ്ടിരിക്കും. പക്ഷേ, ഒരാളും ആയുധങ്ങ 0 കൂടാ ക പ്രയോഗിക്കുകയാണെങ്കില്‍ പ്രാണരക്ഷയ്ക്കായി മരുഭൂമിയെപ്പോലെതന്നെ ആയുധങ്ങള്‍ക്കുമുണ്ട ഒരു നി യ്ക്കൊന്നെടുത്ത്‌ പെരുമാറിയില്ലെങ്കില്‍ പെട്ടെന്നൊരാവശ്യം വരു ജനപ്പെട്ടെന്നുവരില്ല.”"
"en_xx: Suddenly he heard a thundering sound, and he was thrown to the ground by a wind such as he had never known. The area was swirling in dust so intense that it hid the moon from view. Before him was an enormous white horse, rearing over him with a frightening scream.",ml_xx: പെട്ടെന്ന്‌ ഇടിവെട്ടുംപോലെ ഭയങ്കരമായൊരു മുഴക്കം. അതി ശക്തി യായി ആഞ്ഞടിച്ചു കാറ്റില്‍ കാലുറപ്പിച്ചു നില്‍ക്കാനാകാതെ അവന്‍ അവിടെ ത്തന്നെ വീണുപോയി. ആ കാറ്റിന്റെ ഈക്കില്‍ ഉയര്‍ന്നുപൊങ്ങിയ മണല്‍ ത്തരികള്‍ മാനത്തെ ചന്ദ്രനെ അപ്പാടെ മറച്ചു. അതിനിടയില്‍ അവന്റെ തൊട്ടുമുമ്പില്‍ വളരെ വലിയൊരു വെള്ളക്കുതിര. പേടിപ്പെടുത്തുന്ന വിധ ത്തില്‍ ഉച്ചത്തില്‍ അത്‌ അമറുന്നു.
"en_xx: When the blinding dust had settled a bit, the boy trembled at what he saw. Astride the animal was a horseman dressed completely in black, with a falcon perched on his left shoulder. He wore a turban and his entire face, except for his eyes, was covered with a black kerchief. He appeared to be a messenger from the desert, but his presence was much more powerful than that of a mere messenger.","ml_xx: കാഴ്ച മറയ്ക്കുന്ന ആ പൊടിക്കാറ്റ്‌ ക്രമേണ അടങ്ങി. മുമ്പില്‍ കണ്ട കാഴ്ച. അവന്‍ ഭയന്നു വിറയ്ക്കുകതന്നെ ചെയ്തു. കുതിരയുടെ പുറത്ത്‌ അടിമുടി കറുത്ത വസ്ത്രംകൊണ്ടു മൂടിയ ഒരാള്‍. അയാളുടെ ഇടത്തെ തോളില്‍ ഒരു പരുന്ത്‌. തലയില്‍ തലപ്പാവുണ്ട്‌. കണ്ണുകളൊഴിച്ച്‌ മുഖം മുഴു വന്‍ ഒരു കറുത്ത തുണികൊണ്ട്‌ മൂടിയിരിക്കുന്നു. മരുഭൂമിയില്‍ സാധാര ണയായി കാണുന്ന ബെഡോയിന്മാരില്‍ ഒരാളാണെന്നേ തോന്നു. പക്ഷേ, ശ്രദ്ധിച്ചാല്‍ മനസ്സിലാക്കാം അങ്ങനെയൊരു സാമാന്യക്കാരനല്ല അയാള്‍ എന്ന്‌. ആ മട്ടും മാതിരിയും അതു വിളിച്ചുപറയുന്നുമുണ്ട്‌."
"en_xx: “Allah created the armies, and he also created the hawks. Allah taught me the language of the birds. Everything has been written by the same hand,” the boy said, remembering the camel driver’s words.","ml_xx: “ആ സൈന്യങ്ങളെ സൃഷ്ടിച്ചത്‌ ദൈവമാണ്‌. ഈ കഴുകന്മാരെ സൃഷ്ടിച്ചതും അദ്ദേഹംതന്നെ. പക്ഷികളുടെ ഭാഷ എനിക്കു മനസ്സി ലാക്കിത്തന്നതും അവിടന്നുതന്നെ. എല്ലാം ഒരേ കൈകള്‍കൊണ്ട്‌ സൃഷ്ടി ക്കപ്പെട്ടവ.""” ഒട്ടകക്കാരന്റെ വാക്കുകള്‍ ഓര്‍ത്തെടുത്തുംകൊണ്ട അവന്‍ ന ന മെല്ലെ അവന്റെ നെറ്റിയില്‍നിന്ന്‌ തന്റെ വാള്‍ നീക്കി. അവന്റെ മനസ്സില്‍ അളവറ്റ ആശ്വാസം. അപ്പോഴും അവനു തോന്നിയില്ല, അവിടെ നില്‍ക്കാതെ ഓടി രക്ഷപ്പെടണമെന്ന."
"en_xx: “I am here,” the boy said.",ml_xx: “ഞാനിവിടെയുണ്ട്‌.” അവന്‍ പറഞ്ഞു.
"en_xx: “You shouldn’t be here,” the alchemist answered. “Or is it your Personal Legend that brings you here?”",ml_xx: “നീ ഇവിടെ വരരുതായിരുന്നു.” അയാള്‍ പ്രതികരിച്ചു: “അല്ലെങ്കില്‍ നിന്റെ വിധിതന്നെയായിരിക്കും നിന്നെ ഇവിടെക്കൊണ്ടെത്തിച്ചത്‌.”
"en_xx: “With the wars between the tribes, it’s impossible to cross the desert. So I have come here.”",ml_xx: “ഗോത്രങ്ങള്‍ തമ്മില്‍ യുദ്ധം നടന്നുകൊണ്ടിരിക്കെ മരുഭൂുമിയില്‍ക്കൂടി യുള്ള യാത്ര അസാദ്ധ്യം. അതുകൊണ്ടാണ്‌ ഞാനിവിടെ വന്നത്‌. ”
en_xx: said the alchemist.,ml_xx: ആല്‍കെമിസ്റ്റ്‌ പറഞ്ഞു.
en_xx: “Why did you want to see me?” the boy asked.,ml_xx: “എന്നെ കാണണമെന്നു പറഞ്ഞതെന്തിനാണ്‌?” അവന്‍ ചോദിച്ചു.
en_xx: “He has other things to do first. But he’s on the right track. He has begun to try to understand the desert.”,ml_xx: അയാള്‍ക്ക്‌ വേറെയും പല കാര്യങ്ങള്‍ ചെയ്തുതീര്‍ക്കാനുണ്ട്‌. ഏതായാലും അയാള്‍ക്ക്‌ വഴി തെറ്റിയിട്ടില്ല. മരുഭൂമിയെ കുറേശ്ശെയായി മനസ്സിലാക്കാന്‍ തുടങ്ങിയിരിക്കുന്നു.”
en_xx: “And what about me?”,ml_xx: “ഞാനോ? എന്നെക്കുറിച്ചെന്താണ്‌ പറയാനുള്ളത്‌?”
"en_xx: “But there’s a tribal war,” the boy reiterated.","ml_xx: “പക്ഷേ, ഇവിടെ യുദ്ധം തുടര്‍ന്നുകൊണ്ടിരിക്കുകയല്ലേ?” അവന്‍ പിന്നേയും അതുതന്നെ പറഞ്ഞു."
en_xx: “I know what’s happening in the desert.”,ml_xx: [ എ “എനിക്കറിയാം മരുഭൂമിയില്‍ എന്താണ നടക്കുന്നതെന്ന.
"en_xx: “I have already found my treasure. I have a camel, I have my money from the crystal shop, and I have fifty gold pieces. In my own country, I would be a rich man.”",ml_xx: “എന്റെ നിധി ഞാന്‍ കണ്ടെത്തിക്കഴിഞ്ഞിരിക്കുന്നു. എനിക്കിപ്പോള്‍ സ്വന്തമായൊരൊട്ടകമുണ്ട്‌. സ്ഫടികക്കടയില്‍നിന്നു സമ്പാദിച്ച പണമുണ്ട.
"en_xx: “She wasn’t found at the Pyramids, either.”",ml_xx: “അവളേയും കിട്ടിയത്‌ പിരമിഡില്‍നിന്നല്ലല്ലൊ.”
en_xx: “Because the Pyramids are surrounded by the desert.”,"ml_xx: “പിരമിഡുകള്‍ക്കു ചുറ്റും മരുഭൂമിയാണ്‌, അതുതന്നെ.”"
"en_xx: “I’m going to guide you across the desert,” the alchemist said.",ml_xx: “നിന്നെ ഞാന്‍ ഈ മരുഭൂമി കടത്തിത്തരാം.” ആല്‍കെമിസ്റ്റ്‌ പറഞ്ഞു.
"en_xx: “I’ll return, just as your father came back to your mother,” he said.",ml_xx: “നിന്റെ അച്ഛന്‍ നിന്റെ അമ്മയുടെ അരികത്തേക്കു തിരിച്ചു വന്നതു പോലെ ഞാനും ഒരു ദിവസം നിന്റെ അടുത്ത്‌ തിരിച്ചെത്തും.” അവന്‍ വീണ്ടും അവള്‍ക്കുറപ്പുകൊടുത്തു.
"en_xx: “Everything is written in the Soul of the World, and there it will stay forever.”",ml_xx: “ഇതെല്ലാം പ്രപഞ്ചത്തിന്റെ ആത്മാവില്‍ നേരത്തെ എഴുതപ്പെട്ടു കഴിഞ്ഞ താണ്‌. ഇനി അതിന്‌ യാതൊരു മാറ്റവുമുണ്ടാകില്ല.”
en_xx: The man was speaking the language of alchemy. But the boy knew that he was referring to Fatima.,"ml_xx: ആല്‍കെമിസ്റ്റിന്റെ ഭാഷയാണ്‌ അയാള്‍ സംസാരിച്ചിരുന്നത്‌. എന്നാലും അവനു മനസ്സിലായി, അയാള്‍ സൂചിപ്പിച്ചത്‌ ഫാത്തിമയെ ആണെന്ന്‌."
"en_xx: “There is only one way to learn,” the alchemist answered. “It’s through action. Everything you need to know you have learned through your journey. You need to learn only one thing more.”",ml_xx: “ശരിയാണ്‌. അതൊക്കെ മനസ്സിലാക്കാന്‍ ഒരു മാര്‍ഗ്ഗമേയുള്ളു. സ്വന്തം അനുഭവം.” അയാള്‍ പറഞ്ഞു. “പഠിക്കേണ്ടതൊക്കെ ഈ യാത്രയിക്കിടയില്‍ നീ പഠിച്ചു കഴിഞ്ഞിരിക്കുന്നു. ഇനി അറിയേണ്ടതായി ഒന്നു മാ്രം.
en_xx: “Why are you called the alchemist?”,ml_xx: “നിങ്ങളെ എല്ലാവരും ആല്‍കെമിസ്റ്റ്‌ എന്നു വിളിക്കുന്നതെന്തു കൊണ്ടാണ്‌?” അവന്റെ ചോദ്യം.
en_xx: “What is it that I still need to know?” the boy asked.,ml_xx: “ഞാന്‍ പഠിക്കേണ്ടതായി ഇനിയും എന്തെങ്കിലുമൊന്ന്‌ ബാക്കി യുണ്ടോ?”
"en_xx: “Listen to your heart. It knows all things, because it came from the Soul of the World, and it will one day return there.”","ml_xx: “സ്വന്തം ആത്മാവിലേക്കു ശ്രദ്ധതിരിക്കുക. അതിനറിയാത്തതായി ഒന്നുംതന്നെയില്ല. കാരണം, ഈ പ്രപഞ്ചാത്മാവില്‍നിന്നാണ്‌ അത്‌ രൂപം കൊണ്ടിരിക്കുന്നത്‌. ഒരു നാള്‍ അതില്‍ത്തന്നെ ചെന്നു ചേരുകയും ചെയ്യും.”"
"en_xx: “But my heart is agitated,” the boy said. “It has its dreams, it gets emotional, and it’s become passionate over a woman of the desert.","ml_xx: “പക്ഷേ, എന്റെ മനസ്സ്‌ വല്ലാതെ അസ്വസ്ഥമാണല്ലോ?” അവന്‍ സങ്കട പ്പെട്ടു: “അതിന്റെ സ്വപ്നങ്ങള്‍. വികാരങ്ങള്‍. മരുഭൂമിയില്‍ വിട്ടിട്ടുപോന്ന ആ പെണ്‍കുട്ടിയോടു തോന്നുന്ന തീരവമായ പ്രേമം. മനസ്സിന്റെ പ്രേരണ കള്‍. എനിക്കു തടുക്കാനാകുന്നില്ല. അവളെക്കുറിച്ചോര്‍ത്ത്‌ രാത്രി എനിക്കുറ ങ്ങാനും പറ്റുന്നില്ല.”"
"en_xx: “Well, that’s good. Your heart is alive. Keep listening to what it has to say.”","ml_xx: 3129 ആല്‍കെമിസ്റ്റ്‌ “കൊള്ളാം, അത്‌ നല്ല കാര്യമാണല്ലോ. നിന്റെ ഹൃദയം സജീവ മാണെന്നതിന്റെ ലക്ഷണം. ഇനിയും കാതോര്‍ത്തുകൊണ്ടിരിക്കു. അതിനു പറയാനുള്ളതൊക്കെ കേള്‍ക്കു.”"
"en_xx: “Well, then, why should I listen to my heart?”",ml_xx: ൂ “അങ്ങനെയാണെങ്കില്‍ ഞാന്‍ അതു പറയുന്നത്‌ കേള്‍ക്കേണ്ട കാര്യ മില്ലല്ലൊ?”
"en_xx: “Because you will never again be able to keep it quiet. Even if you pretend not to have heard what it tells you, it will always be there inside you, repeating to you what you’re thinking about life and about the world.”","ml_xx: അതു പറ്റില്ല. ഇനിയൊരിക്കലും സ്വന്തം ഹൃദയത്തിന്റെ വായ മൂടാന്‍ നിനക്കാവില്ല. നീ കേള്‍ക്കുന്നില്ലെന്നു നടിച്ചാലും നിന്റെ ഉള്ളിലിരുന്ന്‌ അതു പറഞ്ഞുകൊണ്ടേയിരിക്കും. ലോകത്തെക്കുറിച്ച്‌, ജീവിതത്തെക്കുറിച്ച്‌ നിന ക്കുള്ള വിചാരങ്ങള്‍.”"
"en_xx: “Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second’s encounter with God and with eternity.”","ml_xx: “എന്നാല്‍ നിന്റെ ഹൃദയത്തോട്‌ പറഞ്ഞേക്ക്‌, അതുകൊണ്ട്‌ യാതൊരു പ്രയോജനവുമില്ലെന്ന്‌. യഥാര്‍ത്ഥ വേദനയെക്കാള്‍ ഭയങ്കരമാണ്‌ വേദനി ക്കേണ്ടിവരുമല്ലൊ എന്നു പേടിച്ചുകൊണ്ടുള്ളു വേദന. അല്ലെങ്കിലും ഇതു പോലെ സ്വന്തം സ്വപ്നം സാക്ഷാത്കരിക്കാനുള്ള യാത്രയില്‍ ഒരു ഹൃദ യവും നോവനുഭവിക്കേണ്ടതില്ല. കാരണം, ഈ അന്വേഷണത്തിലെ ഓരോ നിമിഷവും അയാളെ ഈശ്വരന്റെ അനന്തശക്തിയോട്‌ കൂടുതല്‍ കൂടുതല്‍ അടുപ്പിക്കുന്നു. ഓരോ നിമിഷവും ഈശ്വരനുമായുള്ള ഒരു നിമിഷത്തെ കൂടിക്കാഴ്ചയാണ്‌.”"
en_xx: “So what should I do now?” the boy asked.,ml_xx: അവന്‍ ചോദിച്ചു; “ഇനി ഞാന്‍ എന്താണ്‌ ചെയ്യേണ്ടത്‌?”
"en_xx: “We’re going to have to search you to see whether you’re armed,” one of the tribesmen said.",ml_xx: “എന്തായാലും നിങ്ങളെ പരിശോധിക്കേണ്ടിയിരിക്കുന്നു; ആയു ധങ്ങളെന്തെങ്കിലും കൈവശമുണ്ടോ എന്നറിയണം.” അവരിലൊരാള്‍ പറഞ്ഞു.
"en_xx: “Why are you carrying money?” asked the tribesman, when he had searched the boy’s bag.",ml_xx: “കൈയില്‍ പണം കരുതിയിരിക്കുന്നതെന്തിനാണ്‌?” ചോദ്യം അവനോ ടായിരുന്നു. പരിശോധനയ്ക്കിടയില്‍ അവന്റെ സഞ്ചിയിലുള്ള പണം അവര്‍ കണ്ടെത്തിയിരുന്നു.
en_xx: “Does that mean that I’ll never run into danger?”,ml_xx: “അതിന്റെ അര്‍ത്ഥം എനിക്കൊരിക്കലും ഒരാപത്തും പറ്റുകയില്ലെ ന്നാണോ?”
"en_xx: “I’m not going very far,” the alchemist answered, looking straight into the eyes of the horsemen. They were silent for a moment, and then agreed that the boy and the alchemist could move along.",ml_xx: “ഞാന്‍ അധികം ദൂരത്തേക്കൊന്നും പോകുന്നില്ല.” അവരുടെ കണ്ണുക ളിലേക്ക്‌ ഉറ്റുനോക്കിക്കൊണ്ട്‌ ആല്‍കെമിസ്റ്റ്‌ പറഞ്ഞു. അവര്‍ രണ്ടു നിമിഷം എന്തോ ആലോചിച്ചുനിന്നു. പിന്നെ യാത്ര തുടര്‍ന്നോളൂ എന്ന്‌ അനുവാദം കൊടുത്തു.
"en_xx: “You already know about alchemy. It is about penetrating to the Soul of the World, and discovering the treasure that has been reserved for you.”",ml_xx: “ആ വിദ്യ നീ വശമാക്കിക്കഴിഞ്ഞല്ലോ. പ്രപഞ്ചത്തിന്റെ ആത്മാവിലേ ക്കിറങ്ങിച്ചെല്ലുക. അത്‌ നിനക്കുവേണ്ടി കാത്തുസൂക്ഷിച്ചുവെച്ചിട്ടുള്ള നിധി സ്വന്തമാക്കുക. അതുതന്നെയാണ്‌ ആല്‍കെമി.”
"en_xx: “No, that’s not what I mean. I’m talking about transforming lead into gold.”","ml_xx: “അതല്ല ഞാനുദ്ദേശിക്കുന്നത്‌.”""” അവന്‍ പിന്മാറിയില്ല: “എനിക്കു പഠിക്കേണ്ടത്‌, ഈയത്തെ എങ്ങനെ സ്വര്‍ണ്ണമാക്കിമാറ്റാമെന്നാണ്‌.”"
"en_xx: “Men have never understood the words of the wise. So gold, instead of being seen as a symbol of evolution, became the basis for conflict.”","ml_xx: “ അറിവുള്ളവരുടെ വാക്കുകള്‍ സാമാന്യജനങ്ങള്‍ വേണ്ടവിധം ഗ്രഹി ക്കുന്നില്ല. സ്വര്‍ണ്ണം ഒരു പ്രതീകം മാത്രമാണ്‌. പരിണാമത്തിന്റെ, വികാസ ത്തിന്റെ, ഉച്ചകോടി. അതു മനസ്സിലാക്കാന്‍ കഴിവില്ലാത്ത മനുഷ്യന്‍, അതിനെ ഒരു ദ്രവ്യമായി കാണുന്നു. അതിന്റെ പേരില്‍ സംഘര്‍ഷങ്ങള്‍ ഉളവാക്കുന്നു.”"
"en_xx: “I have known true alchemists,” the alchemist continued. “They locked themselves in their laboratories, and tried to evolve, as gold had. And they found the Philosopher’s Stone, because they understood that when something evolves, everything around that thing evolves as well.","ml_xx: “യഥാര്‍ത്ഥ ആല്‍കെമിസ്റ്റുകളെ ഞാന്‍ കണ്ടിട്ടുണ്ട്‌. അവര്‍ പരീക്ഷണ ശാലകളില്‍ അടച്ചുപൂട്ടി ഇരുന്ന്‌ ഒന്നില്‍നിന്ന്‌ കൂടുതല്‍ മെച്ചപ്പെട്ട മറ്റൊ ന്നിനെ വികസിപ്പിച്ചെടുക്കാനുള്ള ശ്രമം നടത്തുന്നു. പരിണാമ്പ്രക്രിയയി ലൂടെ പ്രകൃതി സ്വര്‍ണ്ണത്തിനു രൂപം കൊടുത്തില്ലേ, അതുപോലെ. ആ ശ്രമത്തിനിടയില്‍ കണ്ടുകിട്ടിയതാണ്‌ ചിന്താമണി. അതോടെ ഒരു കാര്യം 136 ആല്‍കെമിസ്റ്റ്‌ കൂടി അവര്‍ മനസ്സിലാക്കി. ഒന്നിനെ മാര്രമായി വികസിപ്പിച്ചെടുക്കുക സാദ്ധ്യ മല്ല. അതിനോടൊപ്പം അതിന്റെ ചുറ്റുമുള്ളതെല്ലാംതന്നെ ആ പരിണാമ ത്തിനു വിധേയമാകുന്നു.”"
"en_xx: “And then there were the others, who were interested only in gold. They never found the secret. They forgot that lead, copper, and iron have their own Personal Legends to fulfill. And anyone who interferes with the Personal Legend of another thing never will discover his own.”",ml_xx: ം “പിന്നെ വേറെ ചിലര്‍. സ്വര്‍ണ്ണത്തില്‍ മാത്രമേ അവര്‍ക്കു താത്പര്യ മുണ്ടായിരുന്നുള്ളു. അങ്ങനെയുള്ളവര്‍ക്കൊന്നും ആ രഹസ്യം കണ്ടെ ത്താനായില്ല. ഈയമായാലും ചെമ്പായാലും ഇരുമ്പായാലും അവയക്കൊ ക്കെയും അവയുടേതായ സ്ഥാനവും പ്രയോജനവും പ്രകൃതിയിലുണ്ടെന്ന്‌ അവര്‍ ഓര്‍മ്മിച്ചില്ല. ശ്രപഞ്ചത്തിലെ ഓരോ സൃഷ്ടിക്കും നിറവേറ്റുവാനായി അതിന്റേതായൊരു ദൌാത്യമുണ്ട്‌. ഇവിടെ ഒന്നുംതന്നെ വെറുതേ എന്നില്ല.
"en_xx: “This desert was once a sea,” he said.",ml_xx: “ഈ മരുഭൂമി പണ്ടുപണ്ട്‌ സമുദ്രമായിരുന്നു.” അയാള്‍ പറഞ്ഞു.
"en_xx: They were tribesmen dressed in blue, with black rings surrounding their turbans. Their faces were hidden behind blue veils, with only their eyes showing.",ml_xx: അവരും ഏതോ ഗോ്രത്തില്‍പ്പെട്ടവരായിരുന്നു. നീല നിറത്തിലുള്ള കുപ്പായങ്ങള്‍. തലപ്പാവിനു ചുറ്റും കറുത്ത വളയങ്ങള്‍. നീല മൂടുപടം കൊണ്ട്‌ മുഖമാകെ മൂടിയിരുന്നു. കണ്ണുകളുടെ സ്ഥാനത്തു മാത്രം രണ്ടു ദ്വാരങ്ങള്‍.
en_xx: “You were seen at the enemy camp three days ago. And you were talking with one of the troops there.”,"ml_xx: “നുണം” ഭടന്മാരില്‍ ഒരാള്‍ കയര്‍ത്തു, “മൂന്നു ദിവസം മുമ്പ്‌ ശത്രു പാളയത്തിനടുത്ത്‌ ഞാനിവരെ കാണുകയുണ്ടായി. അവരിലൊരാളുമായി ഇവര്‍ സംസാരിക്കുകയും ചെയ്തു.”"
en_xx: “Who is your friend?” the chief asked.,ml_xx: “ആരാണ്‌ നിന്‍െറ ചങ്ങാതി?” ചോദിച്ചത്‌ പട്ടാളമേധാവിയായിരുന്നു.
en_xx: “What is a foreigner doing here?” asked another of the men.,ml_xx: “ഇവിടെ എന്തു ചെയ്യുന്നു?” അവരിലൊരാള്‍ തിരക്കി.
"en_xx: “What is an alchemist?” he asked, finally.",ml_xx: 138 പ ആല്‍കെമിസ്റ്റ്‌ ഒടുവില്‍ അയാള്‍ ചോദിച്ചു: “ആല്‍കെമിസ്റ്റ്‌ എന്നു പറഞ്ഞാലെ ന്താണ്‌?”
"en_xx: The alchemist asked one of the soldiers for some tea, and poured some on the boy’s wrists. A wave of relief washed over him, and the alchemist muttered some words that the boy didn’t understand.","ml_xx: സൈനികരില്‍ ഒരാളെ വിളിച്ച്‌ ആല്‍കെമിസ്റ്റ്‌ കുറച്ച്‌ ചായ കൊണ്ടു വരുവിച്ചു. അതില്‍നിന്ന്‌ കുറച്ചെടുത്ത്‌ ഏതോ മ്രന്തങ്ങള്‍ ജപിച്ച്‌ അവന്റെ മണിബന്ധത്തിലൊഴിച്ചു. അവനൊന്നും മനസ്സിലായില്ല. പക്ഷേ, നിമിഷ ങ്ങള്‍ക്കകം പേടിയും പരിര്രമവുമൊഴിഞ്ഞ്‌ മനസ്സ്‌ ശാന്തമായി."
en_xx: “I’m not afraid of failing. It’s just that I don’t know how to turn myself into the wind.”,ml_xx: “തോല്‍ക്കുമെന്ന ഭീതിയല്ല എനിക്ക്‌. കൊടുങ്കാറ്റായി മാറാന്‍ അറി യില്ലല്ലോ എന്ന ആശങ്കയാണ്‌.”
en_xx: “But what if I can’t?”,ml_xx: “അതിനെന്നെക്കൊണ്ടായില്ലെങ്കില്‍?”
en_xx: “What are you doing?”,"ml_xx: ം “ഇപ്പോള്‍, നിങ്ങളെന്താണ്‌ ചെയ്യുന്നത്‌?”"
en_xx: They both spoke the same language.,ml_xx: രണ്ടുപേരും ഒരേ ഭാഷ പറയുന്നു.
en_xx: “So is that what love is?”,ml_xx: “പിന്നെ ഇതിന്റെ ആവശ്യം?”
"en_xx: “I don’t understand what you’re talking about,” the desert said.",ml_xx: “എന്തൊക്കെയാണ്‌ നീ പറയുന്നത്‌? എനിക്കൊന്നും മനസ്സിലാ കുന്നില്ല.” മരുഭൂമി പിറുപിറുത്തു.
"en_xx: A breeze began to blow. The tribesmen watched the boy from a distance, talking among themselves in a language that the boy couldn’t understand.",ml_xx: ചെറിയൊരു കാറ്റുവീശാന്‍ തുടങ്ങി. അകലെ മാറിയിരുന്ന അറബിപ്പട്ടാ ളക്കാര്‍ അവനെത്തന്നെ ഉറ്റുനോക്കുകയായിരുന്നു. പരസ്പരം അവര്‍ സംസാരിച്ചിരുന്നതെന്തെന്ന്‌ അവന്‍ മനസ്സിലാക്കാനായില്ല. കേട്ടു പരിചയ മില്ലാത്ത ഏതോ നാട്ടുഭാഷയായിരുന്നു.
en_xx: “Who taught you to speak the language of the desert and the wind?”,"ml_xx: “ആട്ടെ, ആരാണ്‌ നിന്നെ പഠിപ്പിച്ചത്‌ കാറ്റിന്റെയും മരുഭൂമിയുടെയും ഭാഷ?” കാറ്റിന്‌ വാസ്തവത്തില്‍ അത്ഭുതം തോന്നി."
"en_xx: “That’s not true,” the boy said. “I learned the alchemist’s secrets in my travels. I have inside me the winds, the deserts, the oceans, the stars, and everything created in the universe. We were all made by the same hand, and we have the same soul. I want to be like you, able to reach every corner of the world, cross the seas, blow away the sands that cover my treasure, and carry the voice of the woman I love.”",ml_xx: ഈ പ്രപഞ്ചത്തിലുള്ള സകലതും എന്റെ മനസ്സിലുമുണ്ടെന്ന്‌ എനിക്കു ബോധ്യമായി. കാറ്റും കടലും മലയും മരുഭൂമിയും നക്ഷത്രങ്ങളും എല്ലാം എന്റെ ഉള്ളിലുമുണ്ട്‌. നമ്മളെയൊക്കെ സൃഷ്ടിച്ചിരിക്കുന്നത്‌ ഒരേ കൈകള്‍ തന്നെ. നമ്മുടെയുള്ളില്‍ തുടിക്കുന്നതും ഒരേ പ്രാണന്‍തന്നെ. “എനിക്കു നിന്നെപ്പോലെ വീശാറാകണം.
